# This file is part of the supplement to Brune, Williams, Müller: "Potential links between continental rifting, CO2 degassing and climate change through geological time", Nature Geoscience, 2017). 
# For a discussion of how the table was constructed, see the supplementary material of the publication above.
# A map of all rifts including their Region, ID, Time, and Length (visualized via circle size) is provided as separate supplementary figure.
# The table is based on the rift compilation of Şengör, A.M.C., and Natal’in, B.A., 2001: "Rifts of the World", Geological Society of America Special Papers, v. 352, p.389-482, doi: 10.1130/0-8137-2352-3.389
# 
Region,ID,Long_Min,Long_Max,Lat_Min,Lat_Max,Orientation,Name,Length,Width,Old_Age,Young_Age,Kinematic_Type_1,Geometric_Type_1,Kinematic_Type_2,Geometric_Type_2
EEUR,101,84,114,70,77,"60,65",Yenisey-Khatanga,1100,300,Permian,Triassic,k32,,,
EEUR,102,75,79,56,61,325,Nurol,450,150,Late Carboniferous,Early Permian,k32,,,
EEUR,103,70,76,63,67,40,Nadym,450,200,Late Permian,,k32,,,
EEUR,104,73,84,68,73,5,Pur-Gydan,650,400,,,k32,,,
EEUR,105,82,92,44,47,280,Junggar,650,400,Permian,,k31,g4,,
EEUR,106,88,95,42,43,275,Turfan,500,100,,,k31,g4,,
EEUR,107,82,86,20,23,NE,Son-Mahanadi,600,200,Late Carboniferous,Early Permian,k411,g3,k32,g3
EEUR,108,83,88,23,,E,Damodar-Koel,500,100,Late Carboniferous,Early Permian,k411,g3,k32,g3
EEUR,109,74,76,15,19,NNW,Koyana,500,50,Late Carboniferous,Early Permian,k411,g3,k32,g3
EEUR,110,74,77,15,19,NW,Kurduvadi,500,50,Late Carboniferous,Jurassic,k411,g3,k32,g3
EEUR,111,18,26,72.5,73.25,NE,Bjornoja,280,100,Early Permian,,k31,g3,k33,g1
EEUR,112,18,26,70,72.5,NE,Hammerfest,400,80,Early Permian,,k31,g3,k33,g1
EEUR,113,17,20,70,72,20,Tromso,285,100,Middle Devonian,Early Carboniferous,k32,g4,,
EEUR,114,25,37,72,74,"90,45",Nordkapp,450,80,Devonian,Triassic,k31,g1,k31,g3
EEUR,115,30,36,71,73,305,Varanger,250,50,Devonian,Triassic,k31,g4,,
EEUR,116,24,34,76,,75,East Edjin,300,75,Devonian,,k31,g4,,
EEUR,117,39,,70,,25,East Barent,1500,600,Middle Devonian,Late Carboniferous,k22,g3,,
EEUR,118,42,,73,78,0,Knipovich,350,50,Middle Devonian,Late Carboniferous,k22,g2,,
EEUR,119,72,,76,82,0,Svyastaya Anna,650,100,Devonian,,k22,g3,,
EEUR,120,78,90,78,83,345,Voronin,500,200,,,k22,g3,,
EEUR,121,53,58,65,69,340,Pechora-Kolvinsky,450,100,Devonian,,k22,g3,,
EEUR,122,28,38,48,52,305,Dniepr-Donetsk,900,150,Late Devonian,,k1,g3,,
EEUR,123,44,56,46,50,,Peri-Caspian,900,600,Middle Devonian,Late Devonian,k22,g3,k41,g3
EEUR,124,173,,70,2,0,Hanna Trough,300,240,Middle Devonian,Early Carboniferous,k411,g4,k31,g4
EEUR,125,37,44,23.5,28,NNW,Najd,1000,300,Late Vendian,,k32,g1,,
EEUR,126,36.38,36.83,27.3,27.47,ENE,Shawaq,50,12,Late Vendian,,k32,g1,,
EEUR,127,38,38.67,26,26.67,NW,Mashhad,90,25,Late Vendian,,k32,g1,,
EEUR,128,41.67,,25.67,,NW,Jibal al Humayliyah,30,10,Late Vendian,,k32,g1,,
EEUR,129,40.67,41.42,25.75,26.5,NW,Jabal Dibiy,125,15,Late Vendian,,k32,g1,,
EEUR,130,40.75,41.25,25.17,25.67,NW,Jabal Sahuq,75,5,Late Vendian,,k32,g1,,
EEUR,131,41.17,42.25,23.83,24.33,NW,Bi'r Zurb,120,10,Late Vendian,,k32,g1,,
EEUR,132,42.75,,23.67,,NW,B'ir Sija,25,5,Late Vendian,,k32,g1,,
EEUR,133,43.58,,22.92,,NW,Budayyiah,25,5,Late Vendian,,k32,g1,,
EEUR,134,43.5,,24.5,,NW,Al Mishash,70,7.5,Late Vendian,,k32,g1,,
EEUR,135,47,58,18,24,N,Hormuz,1500,1000,Sturtian,Vendian,k31,g4,k32,g4
EEUR,136,48,54,18,24,NE,Rub-al-Khali,800,200,Vendian,,k32,g4,k21,g2
EEUR,137,54,59,18,24,NE,South Oman-Ghaba,700,100,Vendian,,k32,g4,k21,g4
EEUR,138,53,57,25,30,N,Hormuz (sensu stricto),500,300,Sturtian,,k32,g4,k33,g4
EEUR,139,56,57,20,23,N,Fahud,300,85,Sturtian,,k32,g4,k33,g4
EEUR,140,52,54,24,26,N,Jabal az Zannah,240,240,Sturtian,,k32,g4,k33,g4
EEUR,141,49,53,27,34,"N,NW",Darang,800,150,Sturtian,,k32,g4,k33,g4
EEUR,142,50,50.83,23.5,30.5,N,North Gulf Salt Basin,800,150,Sturtian,,k32,g4,k33,g4
EEUR,143,42,46,27,31,N,Kuwait,450,50,Sturtian,,k32,g4,k33,g4
EEUR,144,76,77.5,16.5,17.5,"E,NW",Bhima,50,55,,,k32,g3,,
EEUR,145,78,82,16,20,NW,Pranhita-Godavari,700,60,,,k411,g3,k32,g3
EEUR,146,24,26,49,53,335,Volyn,225,105,,,k1,g3,,
EEUR,147,30,,60,62,320,Ladozhsky,150,30,,,k1,g1,,
EEUR,148,18,25,61,65,"5,35",Botnichesky,480,150,,,k1,g3,,
EEUR,149,37,39,60,62,320,Vozhe-Lachsky,150,50,,,k1,g1,,
EEUR,150,32,,67,,305,Kandalaksha,150,35,,,k1,g1,,
EEUR,151,36,46,62,66,310,Onezhsky,650,30,,,k1,g3,,
EEUR,152,40,42,64,65,320,Keretsko-Pinezhsky,150,50,,,k1,g4,,
EEUR,153,41,47,63,66,305,Leshukontsky,450,100,,,k1,g3,,
EEUR,154,44,49,65,67,305,Nizhnemezensky,300,50,,,k1,g3,,
EEUR,155,44,57,62,68,"300,340",Timano-Varangersky,1000,100,,,k22,g3,,
EEUR,156,47,50,61,63,"30,70",Yarensky,300,100,,,k1,g3,,
EEUR,157,41,45,59,60,45,Soligalichsky,300,100,,,k1,g1,,
EEUR,158,35,40,55,,"90,45",Moscovsky,300,100,,,k1,g3,,
EEUR,159,31,36,54,59,"45,70",Kresttsovsky,450,100,,,k1,g1,,
EEUR,160,49,53,58,62,25,Kirovsky,600,50,,,k1,g1,,
EEUR,161,52,55,54,,280,Abdulinsky,300,50,,,k1,g3,,
EEUR,162,54,57,55,59,30,Kamsko-Belsky,400,150,,,k1,g3,,
EEUR,163,38,47,51,55,305,Pachelma,700,100,,,k1,g3,,
EEUR,164,45,47,50,51,25,Dono-Medvedetsky,250,100,,,k1,g3,,
EEUR,165,87,94,67,70,20,Igaro-Norilsk,500,150,,,k22,,,
EEUR,166,98,,65,71,0,Kotuysky,600,200,,,k22,,,
EEUR,167,115,,69,73,0,Udzhinsk,450,75,,,k22,,,
EEUR,168,120,125,70,71,305,Kyutyungdinsk,200,50,,,k22,,,
EEUR,169a,118,124,61,64,40,Kempendyay,275,160,,,k22,,,
EEUR,169b,115,120,61,64,55,Ygiattinsk,300,60,,,k22,,,
EEUR,170,116,117,61,64,30,Urinsky,150,50,,,k22,,,
EEUR,171,134,135,56,57,90,Ulkan,75,50,,,k21,g2,,
AFR,1,22,26,-21,-18.5,NW,Ngami,350,50,Holocene,,k32,g4,k33,g1
AFR,2,30,33,-23.5,-21.5,"E,ENE",Limpopo,400,30,Pleistocene,Holocene,k32,g4,k33,g1
AFR,3,29.5,30.5,-10.5,-8,NNE,Sumbu,360,30,Pleistocene,Holocene,k32,g4,,
AFR,4,28,,-17,,NE,Kariba,400,100,Pleistocene,Holocene,k32,g4,,
AFR,5,27,,-9,,NNE,Upemba,300,80,Pleistocene,,k32,g4,,
AFR,6,28,30,-10,-8,NE,Lake Mweru,200,50,Pleistocene,,k32,g4,,
AFR,7,34,36,-8.5,-6.5,NE,Usangu,400,50,Pliocene,Pleistocene,k5,g1,,
AFR,8,33,35,-20,-15,"N,NE",Shire,550,50,Pliocene,,k22,g3,,
AFR,9,29,33,-15,-10,NNE,Muchinga,650,100,Neogene,,k32,g4,,
AFR,10a,12,15,35.5,37,WNW,Pantelleria,350,15,Late Miocene,Holocene,k31,g4,,
AFR,10b,13,,36,,WNW,Linosa,60,15,Late Miocene,Holocene,k31,g4,,
AFR,10c,11,,36.5,,WNW,Maamoura,50,10,Late Miocene,Holocene,k31,g4,,
AFR,10d,11,,36.83,,ENE,Kuriates,60,10,Late Miocene,Holocene,k31,g4,,
AFR,10e,11,,35.5,,NE,Dimasse,30,10,Late Miocene,Holocene,k31,g4,,
AFR,10f,11.25,,35.42,,ENE,Mahdia,100,15,Late Miocene,Holocene,k31,g4,,
AFR,10g,11.25,,35.17,,E,Ksour es Saf,40,10,Late Miocene,Holocene,k31,g4,,
AFR,10h,11.25,,35,,ESE,El Bahira,20,5,Late Miocene,Holocene,k31,g4,,
AFR,10i,13,14,34,35,ENE,Jaraffa,130,20,Late Miocene,Holocene,k31,g4,,
AFR,10j,12,14,33,34.17,"ENE,ESE",Tripolitanian,300,40,Late Miocene,Holocene,k31,g4,,
AFR,10k,11.5,12.0,34.0,37.0,"NW,WNW",Tunisian,110,20,Late Miocene,Holocene,k31,g4,k422,g4
AFR,11,30.5,31.67,27,27.5,WNW,Asyut,80,20,Late Miocene,,x3?k32,g1,,
AFR,12,14.33,,36,,NE,Malta,13,15,middle Miocene,Late Miocene,k411,g3,,
AFR,13,32.33,34.17,28.33,30,NNW,Gulf of Suez,300,60,Latest Oligocene,earliest Miocene,k1,g2,,
AFR,14,34,44,13.5,28,NNW,Red Sea,1800,75,Latest Oligocene,Miocene,k1,g2,,
AFR,15Ia,39.5,43,9,15,"N,NW,NE,E",Afar,750,450,middle Miocene,,k1,g2,,
AFR,15Ib,34.5,36.5,-5,-2,NE,Gregory Tanzania,350,40,middle Miocene,,k1,g2,k1,g3
AFR,15Ic,37,38,-5,-3.33,N,Pangani,160,40,middle Miocene,,k1,g2,k1,g3
AFR,15Id,34,38,-5,-2,N,Gregory Kenya,1050,75,Late Oligocene,middle Miocene,k1,g2,k1,g3
AFR,15Ie,37,41,5,9,NNE,Ethiopian,500,100,Late Oligocene,,k1,g2,k1,g3
AFR,15Ie1,35.75,,-16,-14,NNE,Chilwa,200,50,Late Miocene,,k32,g1,,
AFR,15If,35,,-0.5,,ENE,Kavirondo,160,40,Late Miocene,,k1,g2,k1,g3
AFR,15IIa,31,33,-8.5,-7,NW,Lake Rukwa,350,60,Neogene,,k32,g3,,
AFR,15IIb,29,32,0,6,NNE,Albert,650,75,Early Miocene,Late Miocene,k1,g2,,
AFR,15IIc,28,30,-3.5,-1,"NNE,NW",Kiwu,275,50,Early Miocene,Late Miocene,k32,g3,,
AFR,15IId,29,31,-9,-3,"NNW,N",Lake Tanganyika,550,60,early Miocene,,k32,g3,,
AFR,15IId1,28,,-4,,NW,Luama,250,80,Miocene,,k32,g3,,
AFR,15IIe,33.5,35.5,-15.5,-9,"N,NNW",Lake Malawi,700,75,Late Miocene,,k32,g3,,
AFR,16,43,51,11,12,ENE,Somali Coast,850,80,Early Oligocene,,k1,g2,,
AFR,17,33.5,34.75,15,17.5,"NW,N",Atbara,200,50,Cenozoic,,k32,g4,,
AFR,18,9,12.75,17.5,23,NNW,Grein-Kafra,675,60,Albian,,k21,g2,k32,g4
AFR,19,16,,0,,E,Bongor,320,85,Albian,,k21,g2,k32,g4
AFR,20,30.5,31.25,16.5,17.75,NNW,Humar,150,50,Albian,,k32,g1,,
AFR,21,21.5,,10.5,,ENE,Salamat,200,30,Albian,,k32,g4,,
AFR,22,8.42,9.17,4,5,WNW,Rio del Rey,75,100,Latest Aptian,Albian,k1,g2,,
AFR,23,9.17,10.17,3.17,4.75,NW,Douala,200,90,Latest Aptian,Albian,k1,g2,,
AFR,24,5,14,5,11,NE,Benue,1000,230,Aptian,Albian,k21,g2,,
AFR,25,11.75,13,-17,-13,NNE,Mossamedes,200,100,Aptian,Albian,k1g2,,
AFR,26,8,15,13,22.5,NW,Termit,1200,220,Latest Aptian,,k21,g2,k32,g4
AFR,27,14.75,18,8,9,"E,ENE",Doba,360,150,Late Aptian,,k32,g4,,
AFR,28,17,23,8,10.5,ENE,Doseo,700,80,Aptian,,k32,g4,,
AFR,29,3,7.5,7,12,NW,Bida,550,100,Early Cretaceous,,k21,g2,k32,g4
AFR,30,0,2,15,19.5,"NW,NE",Gao,550,100,Early Cretaceous,,k21,g2,k32,g4
AFR,31,31,35,8,13,NW,Melut,650,100,Early Cretaceous,,k33,g4,,
AFR,32,31.75,,9.5,,NW,Malakal,50,25,Early Cretaceous,,k33,g4,,
AFR,33,32,,9,,NW,Kan,75,25,Early Cretaceous,,k33,g4,,
AFR,34,33.5,,6,,NW,Pibor,160,80,Early Cretaceous,,k33,g4,,
AFR,35,13,14.5,-11,-7.75,NNW,Cuanza,300,120,Aptian,Neocomian,k1g2,,
AFR,36,8.5,10.75,-4,-1.25,NNW,Gabon,600,220,Neocomian,,k1,g2,,
AFR,37,10.5,13.33,-7.75,-4,NNW,Bas Congo,500,100,Neocomian,,k1,g2,,
AFR,38,13.5,18.5,-26,-35,NNW,Orange,1200,300,Late Jurassic,Early Cretaceous,k1,g2,,
AFR,39,-7,-2.5,3,5.5,NW,Abidjan,400,150,Late Jurassic,Early Cretaceous,k32,g3,,
AFR,40,0,5,6.5,8,ESE,Dahomey,500,250,Late Jurassic,Early Cretaceous,k32,g3,,
AFR,41,12,15,-26,-21,NNW,Walvis,500,250,Late Jurassic,,k1,g2,,
AFR,42,17,18,33,35,NNW,Sirte Rise,220,100,Late Cretaceous,,k21,g2,,
AFR,43,15,24,25,32,NNW,Sirte Basin,1200,800,Tithonian,pre-Cenomanian,k21,g2,,
AFR,44,30,31.5,12.5,14,NW,Bara,160,30,Kimmeridgian,Tithonian,k33,g4,,
AFR,45,31,32.5,12.5,14,NW,Kosti,150,30,Kimmeridgian,Tithonian,k33,g4,,
AFR,46,33,35,12,14.5,NW,Blue Nile,400,50,Kimmeridgian,Tithonian,k33,g4,,
AFR,47,32,33.5,13.5,17,"N,NNE",Khartoum,340,50,Kimmeridgian,Tithonian,k32,g4,,
AFR,48,-19,-12,7,12,NW,Guinea-Bissau,570,300,Late Jurassic,,k1,g3,,
AFR,49,9,12,3,7,"NW,E,NNW",Liberian,660,120,Late Jurassic,,k1,g3,,
AFR,50,27.5,28.5,21,23.5,NNW,Misaha,300,100,Late Jurassic,,k32,g4,,
AFR,51,25,31.5,28.5,31,"WNW,NW",Marmarican,250,70,Middle Jurassic,Early Cretaceous,k32,g4,k33,g4
AFR,52,30,,14.75,,E,Kagmar,70,25,Cretaceous,,k32,g1,,
AFR,53,30.25,,15.5,,WNW,BagBag,80,30,Cretaceous,,k32,g1,,
AFR,54,31.5,,17,,NE,Hosh,60,20,Cretaceous,,k32,g1,,
AFR,55,31.5,,17.5,,NE,Salamat,60,20,Cretaceous,,k32,g1,,
AFR,56,32.5,,17.5,,NE,Gilif,60,40,Cretaceous,,k32,g1,,
AFR,57,35,40,-7,5,"E,WNW",Anza,850,100,Middle Jurassic,,k1,g2,k33,g1
AFR,58,15,17,35,37.5,NW,Sicily-Malta,340,35,Middle Jurassic,,k1,g2,k33,g1
AFR,59,26,,-34,,NNW,Algoa,250,100,Middle Jurassic,,k32,g4,,
AFR,60,25,,-34,,"NW,NNE",Gamtoos,200,75,Middle Jurassic,,k32,g4,,
AFR,61,20.5,24.5,-34,-36,NW,Mossel Bay,350,250,Middle Jurassic,,k32,g4,,
AFR,62,22,,-33.67,,E,Oudtshoorn,200,40,Middle Jurassic,,k32,g4,,
AFR,63,47.5,51,9.5,12,N,Al Mado-Darror,300,300,Late Triassic,Early Jurassic,k1,g2,,
AFR,64,43,47,10,11,E,Berbera-Borama,400,100,Late Triassic,Early Jurassic,k1,g2,,
AFR,65,-18,-12.5,12,21,NNW,Senegal,900,600,Triassic,Early Jurassic,k1,g3,,
AFR,66a,20,32,31.5,33,E,Cyrenaican,800,100,Late Triassic,,k33,g4,,
AFR,66b,11,16,32.5,34.5,WNW,Gabes-Tripoli-Misurata,550,150,Late Triassic,,k33,g4,,
AFR,67,-16,-12,23,29,NNE,Tarfaya,700,350,Triassic,,k1,g3,,
AFR,68,20,32.5,17,23,E,Lakia,1250,400,Permian,Triassic,k423,g3,k423,g4
AFR,69,42,46,2.5,8,NNW,Belet Uen,600,100,,,k1,g2,,
AFR,70,43,50,0,8,"NNE,ENE",Somali Coastal Plain,1100,450,Permian,Triassic,k1,g2,,
AFR,71,-12.5,-8,29,34,NNE,Mazagan,600,150,Permian,Triassic,k1,g3,,
AFR,72,32.5,,0,,E,Entebbe,8,1,Permian,,k423,g1,,
AFR,73,33.5,,0.25,,NW,Bugiri,5,1,Permian,,k423,g1,,
AFR,74,39,40,-11,-8,NNW,Lindi,300,50,Triassic,,k423,g,k423,g3
AFR,75,-7.5,-3,15,17,WSW,Nara,440,60,,,k421,g1,k422,g1
AFR,76,30,35,-14.5,-10,NNE,Luangwa,600,100,Early Permian,,k32,g3,k423,g4
AFR,77,25,28,-17,-15,NE,Kafue,450,90,Early Permian,,k32,g3,,
AFR,78,29,,-21.5,,ENE,Tuli,220,70,Early Permian,,k423,g4,,
AFR,79,31,,-22,,WNW,Nuanesti,80,40,Early Permian,,k423,g4,,
AFR,80,32,34,-22,-19,NE,Zambezi,350,40,Early Permian,,k423,g4,,
AFR,81,30.5,,23.5,,ENE,Soutpansberg,160,20,Early Permian,,k423,g4,,
AFR,82,26,30,-19,-16,NE,Mid-Zambesi,500,100,Early Permian,,k32,g3,k423,g4
AFR,83,30,36,-20,-16,"ESE,NNW",Lower Zambesi,500,200,Early Permian,,k32,g3,k423,g4
AFR,84,29,30.75,-15,-13.5,NE,Luano-Lukusashi,300,30,Permian,,k32,g3,k423,g4
AFR,85,31,32,-27,-22.5,"N,NE",Lebombo,600,60,Late Carboniferous,Early Permian,k423,g4,k421,g1
AFR,86a,35,,-10,,NE,Ruhuhu,120,80,Stephanian,,k423,g1,,
AFR,86b,35,36.5,-10.5,-9.5,NE,Ruhuhu reactivated,200,50,late Neogene,,k5,g1,,
AFR,87,35,36.5,-10.5,-9.5,"NE,NNE",Metangula,1000,200,Late Permian,,k423,g1,,
AFR,88,39,,-6.5,-4.5,NNE,Tanga,150,90,Late Carboniferous,Middle Permian,k423,g2,,
AFR,89,40,,-5,-3,"N,NNE",Mombasa,1200,400,Late Carboniferous,,k423,g2,k423,g3
AFR,90,20,25,14,15,"NW,NNW,NNE",Al Kufrah,700,150,Cambrian,,k32,g4,,
AFR,91,-0.25,,19.5,,NNE,Tesoffi,100,25,,,k32,g1,,
AFR,92,2,,24,,N,Erg-N-Ataram,200,80,,,k32,g1,,
AFR,93,30,35,15,30,NNW,El Kharga,1330,120,,,k31,g4,k32,g4
AFR,94,28,34,14,30,NNW,Dongola-Selima,1700,220,,,k31,g4,k32,g4
AFR,95,32.5,33.5,26,28.75,NNW,Eastern Desert,220,50,,,k411,g1,k31,g1
AFR,96,0.5,3,14,15,E,Gourma,370,10,,,k1,g2,,
AFR,97,26,30,-11,-7,NE,Gulf of Katanga,500,320,,,k1,g2,,
AFR,98,22,29,-31,-25,NNE,Ventersdorp,800,200,,,k421,g1,,
MAD,1,48,50,-14,-12,NE,Diego,200,60,Middle Permian,,k423,g2,k423,g3
MAD,2,46,48,-17,-14,NE,Majunga,420,200,Late Permian,,k423,g2,k423,g3
MAD,3,43,45.5,-25,-17.5,"N,NNW,NNE",Morondava,520,120,Late Carboniferous,,k423,g2,k423,g3
AUS,1,150,,-10,,E,Goodenough,100,15,Pliocene,Holocene,k22,g3,,
AUS,2,134,,-6,,NNE,Aru,200,50,Pliocene,,,,,
AUS,3,140,148,-38,-32,N,Murray,100,50,Early Cenozoic,,k1,g2,k1,g3
AUS,4,144,155,-25,-11,NW,Queensland,2000,200,Late Cretaceous,,k411,g3,,
AUS,5a,148,,-38,,E,Gippsland,160,80,Early Cretaceous,,k1,g2,,
AUS,5b,145,,-40,,NW,Bass Strait,225,100,Early Cretaceous,,k1,g2,,
AUS,5c,135,145,-44,-35,NW,Otway,1000,200,Early Cretaceous,,k1,g3,,
AUS,5d,134,,-33.5,,E,Polda,300,100,Middle Jurassic,,k1,g2,,
AUS,5e,124,135,-35,,E,Ceduna,1200,300,Middle Jurassic,Early Cretaceous,k1,g2,k1,g3
AUS,5f,125.5,,-34,,E,Bremer,200,100,Middle Jurassic,,k1,g2,,
AUS,6,117,120,-18,-15,ENE,Roebuck,300,300,Late Permian,Middle Jurassic,k1,g2,k1,g3
AUS,7a,115,117,-35,-30,N,Perth Basin,500,250,Late Permian,Early Cretaceous,k1,g2,k4,g3
AUS,7b,105,117,-30,-15,"NE,N,NW",Caernarvon,1200,500,Early Ordovician,Early Cretaceous,k1,g2,k3,g3
AUS,8,126,130,-17,-10,"NNW,ENE",Bonaparte,700,300,Late Devonian,Middle Jurassic,k1,g2,k1,g3
AUS,9,121,125,-16,-12,NE,Browse,450,300,Late Devonian,Middle Jurassic,k1,g3,k4,g3
AUS,10a,122,128,-22,-16,NW,Gregory-Fitzroy,700,0,Early Ordovician,Early Carboniferous,k31,g4,,
AUS,10b,120,125,-23,-18,NW,Willara-Southwest Kidson,700,165,Early Ordovician,Silurian,k31,g4,,
AUS,11,137,140,-35,-30,N,Adelaide,500,200,Neoproterozoic,,k1,g2,,
AUS,12,135,,-18,-12,N,Batten Trough,700,100,,,k1,g2,,
NZ,1,175.5,177,-40,-38,25,Taupo,200,110,Pliocene,,k411,g1,,
NAM,1,-124,-120,35,40,NW,Point Arena,800,45,Late Miocene,Pliocene,k32,g1,,
NAM,2,-119,-118,34.5,34.83,NW,Ridge Basin,80,25,Late Miocene,,k32,g1,,
NAM,3,-117,-114,32,34,NW,Salton Trough,250,100,Late Miocene,,k32,g1,,
NAM,4,-118.5,,33.25,,NW,Catalina,70,25,Middle Miocene,,k32,g1,,
NAM,5,-119,,32.75,,NW,San Nicolas,70,30,middle Miocene,,k32,g1,,
NAM,6,-108,-100,28,41.5,"N,NNW",Rio Grande,1300,100,Late Oligocene,,k411,g4,k32,g4
NAM,7,-125,-95,18,49,"N,NNW",Basin and Range,3500,800,Eocene,Miocene,k411,g4,k32,g4
NAM,8,-125,-111,35,49,N,Numic,1600,800,Eocene,Early Miocene,k411,g4,k32,g4
NAM,9,-120,-116,48,52,0,Omineca,390,225,Eocene,,k2,g4,k42,g4
NAM,10,-170,-164,56,57,300,St George,200,28,Middle Eocene,Early Oligocene,k31,g4,,
NAM,11,-169,-163,63,65,320,Norton,150,75,Middle Eocene,Oligocene,k31,g4,,
NAM,12,-179,-173,57,62,315,Navarin,250,100,Middle Eocene,Oligocene,k31,g4,,
NAM,13,-86,-78,76,,"300,280",Jones Sound,240,60,Cretaceous,Early Oligocene,k1,,,
NAM,14,-87,-77,74,,90,Lancaster Sound,360,60,Cretaceous,Early Oligocene,k1,,,
NAM,15,-81,-77,72,74,310,Eclipse Trough,180,60,Cretaceous,Early Oligocene,k1,,,
NAM,16,-83,-74,66,70,320,Foxe and Baffin,420,360,Cretaceous,Early Oligocene,k1,,,
NAM,17,-70,-30,83,84,45,Lincoln Sea,350,200,Late Cretaceous,Tertiary,k32,g4,,
NAM,18,-66,-52,68,76,"0,330",Melville Bay,920,70,Cretaceous,Tertiary,k21,,,
NAM,19,-66,-64,64,66,320,Cumberland Sound,150,54,Cretaceous,Tertiary,k1,,,
NAM,20,-67,-66,63,64,325,Frobisher,120,50,Cretaceous,Tertiary,k1,,,
NAM,21,-69,-65,61,,285,Hudson Strait,280,150,Cretaceous,Tertiary,k1,,,
NAM,22,-26,-15,82,83,305,Wandel Sea,300,60,Late Cretaceous,Tertiary,k32,g4,,
NAM,23,-63,-60,59,62,"320,0",Saglek,350,100,Early Cretaceous,Late Cretaceous,k22,,,
NAM,24,-60,-55,55,58,325,Hopedale,500,150,Early Cretaceous,Late Cretaceous,k21,,,
NAM,25,-98,-88,34,37,25,Mississippi,400,325,Cenomanian,Early Campanian,k1,,,
NAM,26,-158,-150,71,72,"290,325",Nuvuk,340,30,Late Jurassic,Neocomian,k21,,,
NAM,27,-150,-144,70,71,290,Dunkum,166,40,Late Jurassic,Neocomian,k21,,,
NAM,28,-137,-132,68,70,30,Kugmallit,280,140,Late Jurassic,Neocomian,k21,,,
NAM,29,-127,-125,72,73,55,Big River,100,40,Late Jurassic,Early Cretaceous,k21,,,
NAM,30,-122,,72,74,"0,330",Central Bank,180,50,Late Jurassic,Early Cretaceous,k21,,,
NAM,31,-78,-75,32,36,30,Carolina,570,40,Early Jurassic,Middle Jurassic,k21,,,
NAM,32,-80,-77,25,32,0,Blake Plateau,615,300,Early Jurassic,Middle Jurassic,k21,,,
NAM,33,-52,-40,48,50,290,Orphan,450,400,Late Triassic,Early Cretaceous,k22,,k21,
NAM,34,-50,-48,45,47,35,Jeanne d-Arc,350,90,Late Triassic,Neocomian,k22,,k21,
NAM,35,-53,-51,45,46,65,Whale,220,90,Late Triassic,Neocomian,k22,,k21,
NAM,36,-62,-52,43,46,"90,70,315",Orpheus,730,200,Late Triassic,Early Jurassic,k21,,,
NAM,37,-68,-57,40,45,65,Scotian,1200,200,Middle Triassic,Early Jurassic,k21,,,
NAM,38,-70,-67,40,43,40,Georges Bank,400,180,Late Triassic,Middle Jurassic,k22,,,
NAM,39,-68,-64,43,45,60,Fundy,400,100,Late Triassic,Middle Jurassic,k22,,,
NAM,40,-75,-71,36,40,"0,75",Baltimore Canyon,615,100,Late Triassic,Early Jurassic,k22,,,
NAM,41,-73,,41,42,10,Hartford-Deerfield,175,25,Late Triassic,Early Jurassic,k21,,,
NAM,42,-73,-72,40,41,25,New York Bight,90,20,Late Triassic,Early Jurassic,k1,g4,k1,g1
NAM,43,-78,-74,39,41,"60,90",Newark,360,50,Late Triassic,Early Jurassic,k21,,,
NAM,44,-78,-77,38,39,35,Culpeper,166,20,Late Triassic,Early Jurassic,k21,,,
NAM,45,-81,-79,36,37,50,Dan River,170,10,Late Triassic,Early Jurassic,k21,,,
NAM,46,-81,-79,35,37,45,Durham,235,20,Late Triassic,Early Jurassic,k21,,,
NAM,47,-87,-80,30,34,55,South Georgia,725,250,Late Triassic,Early Jurassic,,,,
NAM,48,-99,-87,20,33,"10,90",Gulf of Mexico,1200,460,Late Triassic,Early Jurassic,k22,,,
NAM,49,-17,-5,73,83,20,East Greenland,840,240,Paleozoic,Mesozoic,k1,g3,,
NAM,50,-57,-52,50,52,35,St Anthony,450,230,,,,,,
NAM,51,-63,-60,46,48,45,Magdalen,330,90,,,,,,
NAM,52,-125,-60,75,83,"90,45",Sverdrup,1600,400,Early Carboniferous,Early Permian,k1,g3,,
NAM,53,-25,-17,70,77,20,East Greenland onshore,780,120,Middle Devonian,,k1,g3,,
NAM,54,-159,-158,69,71,355,Mead,120,40,Middle Devonian,Early Carboniferous,k411,g3,,
NAM,55,-155,-150,69,,275,Umiat,200,50,Middle Devonian,Early Carboniferous,k411,g3,,
NAM,56,-71,,41,42,"0,65",Narragansett,200,55,Carboniferous,,k32,g4,,
NAM,57,-84,-79,49,52,"55,325",Moose River,630,140,Early Devonian,Early Cretaceous,k1,,,
NAM,58,-90,-85,57,61,330,Central Hudson,650,360,Early Silurian,,k1,,,
NAM,59,-84,-75,63,,90,Evans Strait,630,110,Early Silurian,,k1,,,
NAM,60,-85,-78,64,68,315,Southampton,750,130,Early Silurian,,k1,,,
NAM,61,-91,-88,35,37,50,Mississippi Valley,360,60,Early Cambrian,Middle Cambrian,k1,,,
NAM,62,-89,-86,37,,90,Rough Creek,210,50,Early Cambrian,Middle Cambrian,k1,,,
NAM,63,-85,-77,37,41,50,Rome Trough,650,100,Early Cambrian,Early Ordovician,k1,,,
